Customer_ID,Age,Gender,Marital_Status,Number_of_Children,Education_Level,Annual_Income,Number_of_Accounts,Total_Credit_Line
2359186,73,Male,Married,2,High School,82368.0,4,118167.731332212
9032596,71,Male,Married,0,High School,81536.0,2,25310.23610005372
9559055,79,Male,Single,2,Bachelor's Degree,105664.0,3,93477.91378746266
8826725,60,Male,Married,2,High School,76960.0,4,124270.08628567187
9138727,63,Female,Single,2,High School,78208.0,3,123860.89362402676
3101145,56,Female,Single,0,High School,75296.0,1,14012.898095663932
8421921,28,Female,Single,1,Bachelor's Degree,84448.0,2,55073.60557422069
8328834,54,Female,Married,2,High School,74464.0,4,155999.91317833506
7069023,72,Female,Married,0,Bachelor's Degree,102752.0,2,32037.216245379343
4970838,34,Male,Married,0,Bachelor's Degree,86944.0,2,48115.32335152768
7771131,52,Male,Married,2,High School,73632.0,4,140178.6734722419
1109012,71,Male,Single,1,Bachelor's Degree,102336.0,2,33706.792750441266
9223911,33,Male,Married,1,Bachelor's Degree,86528.0,3,89895.69480347498
9337776,55,Male,Married,0,High School,74880.0,2,31496.615741351314
4969254,28,Female,Married,1,High School,63648.0,3,70644.25374525841
2843510,40,Female,Single,0,No Education,47840.0,1,6238.302481839023
9973937,51,Male,Single,2,High School,73216.0,3,76085.19321041305
2219955,48,Male,Married,3,No Education,51168.0,5,265715.12643722317
5631198,22,Male,Married,1,High School,61152.0,3,48905.36583504086
6575070,41,Female,Single,2,Bachelor's Degree,89856.0,3,94632.79784851964
8857008,67,Male,Single,2,High School,79872.0,3,85504.6156235003
5845975,32,Female,Married,0,High School,65312.0,2,45023.471637285475
1493853,54,Female,Married,4,No Education,53664.0,6,477415.9889182622
1697727,36,Male,Married,0,High School,66976.0,2,31674.439418522248
1030257,51,Female,Married,1,No Education,52416.0,3,29403.468900803375
6890586,56,Male,Married,3,No Education,54496.0,5,226111.1512531712
8836404,42,Male,Single,1,High School,69472.0,2,36817.22363806023
9560484,54,Female,Married,4,Master's Degree,116064.0,6,1269420.2586866843
1157494,23,Female,Single,1,No Education,40768.0,2,18744.01009485334
4611478,75,Female,Married,2,No Education,62400.0,4,124551.68881167457
6968550,60,Male,Married,4,High School,76960.0,6,508068.481289529
2536146,25,Female,Single,1,Master's Degree,104000.0,2,51340.26914073789
7741557,26,Female,Single,1,High School,62816.0,2,34391.76929051701
2799506,60,Female,Single,2,Bachelor's Degree,97760.0,3,127883.81695447027
8587146,57,Female,Single,1,No Education,54912.0,2,31453.666922351473
3233252,36,Female,Married,1,Master's Degree,108576.0,3,97965.59524388374
9193107,39,Female,Single,0,High School,68224.0,1,11070.666139551853
6487519,79,Male,Married,2,Bachelor's Degree,105664.0,4,342847.8393605284
3267026,34,Female,Married,2,No Education,45344.0,4,130219.70986378138
1455116,55,Female,Married,1,Bachelor's Degree,95680.0,3,95581.29489423509
3428560,28,Male,Married,0,High School,63648.0,2,19563.97416395634
3977480,57,Female,Married,2,Master's Degree,117312.0,4,191589.02707665612
5311969,73,Female,Married,3,Master's Degree,123968.0,5,756050.4427265729
3620116,62,Male,Married,2,High School,77792.0,4,112924.91538253614
1642607,71,Male,Married,1,High School,81536.0,3,136059.64428857667
1346630,79,Female,Single,2,High School,84864.0,3,60830.598243463035
4497601,62,Female,Single,2,No Education,56992.0,3,67331.37053296439
5648141,43,Female,Married,2,Master's Degree,111488.0,4,314600.2554376763
7762740,20,Male,Married,1,Bachelor's Degree,81120.0,3,90207.21052602689
2803966,76,Male,Single,1,High School,83616.0,2,28120.87489060067
1375420,54,Female,Married,0,Ph.D.,136864.0,2,68286.59974424548
9541645,66,Female,Married,4,No Education,58656.0,6,270678.1006031231
2782615,51,Female,Married,2,Bachelor's Degree,94016.0,4,323637.0081875096
7029860,43,Male,Married,1,Bachelor's Degree,90688.0,3,116966.05573233834
1727334,69,Female,Single,2,Bachelor's Degree,101504.0,3,199539.12593868398
2831419,77,Female,Married,2,Bachelor's Degree,104832.0,4,184089.58724314894
6914709,23,Female,Single,0,Master's Degree,103168.0,1,12077.315944594133
6080281,55,Female,Married,2,High School,74880.0,4,183699.14222769678
8305846,67,Female,Married,4,No Education,59072.0,6,521891.8960565158
8768881,73,Female,Single,4,High School,82368.0,5,159034.12502389398
5007071,32,Female,Married,2,Bachelor's Degree,86112.0,4,127547.36265314247
9234510,20,Male,Single,1,High School,60320.0,2,44679.495753367206
1711404,74,Male,Married,1,High School,82784.0,3,79593.07465297075
5351512,58,Male,Married,1,Bachelor's Degree,96928.0,3,73924.64828990295
2751428,28,Male,Single,1,Bachelor's Degree,84448.0,2,40778.22653928268
6187921,72,Female,Single,1,High School,81952.0,2,48948.3508843084
3078261,53,Female,Married,2,Bachelor's Degree,94848.0,4,206659.5094150466
5064778,42,Female,Married,2,High School,69472.0,4,101497.96181475985
3514712,32,Female,Married,2,High School,65312.0,4,169260.49780151376
8484827,76,Female,Married,4,Bachelor's Degree,104416.0,6,613726.0026178928
3512248,55,Female,Single,3,Bachelor's Degree,95680.0,4,223819.4115833047
5472791,22,Male,Single,1,Bachelor's Degree,81952.0,2,30904.652949288164
3426616,62,Male,Married,3,Master's Degree,119392.0,5,372107.8209847319
8880555,50,Male,Single,2,Bachelor's Degree,93600.0,3,112249.51122866604
6940918,25,Female,Single,1,High School,62400.0,2,27511.156448006273
1705402,58,Female,Married,3,High School,76128.0,5,727537.6703153043
5733098,58,Male,Married,2,High School,76128.0,4,117335.9875428997
4979999,53,Male,Married,2,High School,74048.0,4,136992.91093201638
1217699,35,Female,Single,2,High School,66560.0,3,49196.702962170326
6823399,28,Male,Single,1,Bachelor's Degree,84448.0,2,47629.88374304009
5524278,53,Male,Married,1,Ph.D.,136448.0,3,116649.33436552709
5514810,36,Male,Married,1,High School,66976.0,3,49418.938428532776
2368992,22,Male,Married,2,Bachelor's Degree,81952.0,4,161148.6987558923
5415643,49,Male,Married,1,High School,72384.0,3,64685.68888423595
2324363,33,Female,Married,0,No Education,44928.0,2,17637.835414986665
8084633,27,Female,Single,1,High School,63232.0,2,19871.30131963779
2316556,33,Male,Single,0,High School,65728.0,1,12896.649397132835
4707144,50,Female,Married,1,High School,72800.0,3,69197.93258179443
3672684,63,Male,Married,2,High School,78208.0,4,269007.08936751855
6290297,51,Male,Single,1,Master's Degree,114816.0,2,62140.7399151686
9086455,29,Male,Single,3,Bachelor's Degree,84864.0,4,201105.5689854169
9587293,21,Male,Single,1,High School,60736.0,2,17847.17774560359
7551166,71,Female,Single,4,High School,81536.0,5,579858.5204836803
2920457,46,Male,Married,1,No Education,50336.0,3,32472.82026047397
2026884,41,Male,Married,2,Ph.D.,131456.0,4,516057.7005614247
4012832,30,Male,Single,2,Bachelor's Degree,85280.0,3,87259.10263646446
5271634,26,Female,Single,0,High School,62816.0,1,9880.56725211901
1152685,55,Male,Married,1,High School,74880.0,3,62667.878829963905
9315981,20,Male,Single,1,Bachelor's Degree,81120.0,2,33908.606586737325
4978486,59,Male,Single,2,High School,76544.0,3,80213.05953421422
2796859,34,Female,Married,3,High School,66144.0,5,229288.22725346038
7610691,32,Male,Single,1,Bachelor's Degree,86112.0,2,31015.24470130928
6293025,50,Female,Single,1,High School,72800.0,2,25853.721836864985
9385380,80,Male,Married,3,No Education,64480.0,5,272631.12680416007
5954403,71,Male,Married,0,Bachelor's Degree,102336.0,2,62943.458507096846
7882899,78,Male,Single,4,No Education,63648.0,5,389058.2230785
9689961,51,Female,Married,1,High School,73216.0,3,45465.411758036505
2123034,48,Male,Married,0,High School,71968.0,2,48058.71043108723
1834378,56,Female,Married,1,Master's Degree,116896.0,3,99531.12334850512
8715273,63,Female,Single,4,Bachelor's Degree,99008.0,5,374878.3132352063
3373996,67,Female,Married,1,Bachelor's Degree,100672.0,3,100527.02367464858
9844391,65,Male,Single,2,High School,79040.0,3,104449.1873454155
8506506,29,Male,Single,2,High School,64064.0,3,91459.02254287561
4736032,50,Female,Married,3,High School,72800.0,5,236812.94394671646
3927221,49,Male,Married,1,High School,72384.0,3,48978.27206733149
2455181,73,Male,Married,2,No Education,61568.0,4,128119.50135697267
6368508,40,Male,Single,1,High School,68640.0,2,26922.823840413912
7988117,29,Male,Married,0,High School,64064.0,2,36578.51297134604
9112488,22,Female,Married,0,High School,61152.0,2,22863.413383706218
4709547,24,Male,Married,1,No Education,41184.0,3,50190.546875589396
3325046,55,Male,Married,3,High School,74880.0,5,672139.8180913073
3185011,24,Male,Single,0,High School,61984.0,1,11960.539114429015
7288869,32,Male,Married,0,Ph.D.,127712.0,2,49963.36113859866
8456180,54,Male,Married,2,High School,74464.0,4,109957.53332520156
6325593,48,Female,Single,1,High School,71968.0,2,31583.17833350671
2395630,76,Male,Single,3,High School,83616.0,4,90695.93510848243
5706918,44,Female,Married,0,Bachelor's Degree,91104.0,2,45825.56834478218
1394001,62,Female,Married,1,Ph.D.,140192.0,3,213200.8603136417
3915785,65,Female,Single,2,High School,79040.0,3,84747.95801283275
3400482,60,Female,Single,0,Ph.D.,139360.0,1,18555.07448506638
6010114,37,Female,Single,0,Bachelor's Degree,88192.0,1,17491.39944153146
9185770,30,Male,Married,1,High School,64480.0,3,49396.88782006416
3951040,74,Male,Married,1,Bachelor's Degree,103584.0,3,99705.96447593276
7656986,29,Female,Single,2,Bachelor's Degree,84864.0,3,89272.86562124088
4480625,42,Male,Married,1,High School,69472.0,3,45124.894333160395
4994733,76,Male,Married,1,Bachelor's Degree,104416.0,3,132349.14789806312
5587723,36,Female,Married,1,Bachelor's Degree,87776.0,3,75670.95314478398
5905778,75,Female,Single,1,High School,83200.0,2,44233.19154227938
8908248,65,Male,Married,1,High School,79040.0,3,71828.74239664462
4676215,44,Female,Single,1,Bachelor's Degree,91104.0,2,48975.97389871663
6780160,55,Male,Married,2,High School,74880.0,4,161267.30387334505
4201970,50,Female,Single,2,Bachelor's Degree,93600.0,3,70839.26630965981
2026487,34,Male,Married,0,No Education,45344.0,2,17883.55174642589
1744750,66,Male,Married,3,High School,79456.0,5,385430.3553536195
1032535,33,Female,Single,3,Master's Degree,107328.0,4,193001.38544384605
2306172,65,Female,Married,0,Bachelor's Degree,99840.0,2,48775.164547668275
8463201,71,Female,Married,1,High School,81536.0,3,70169.88984876059
8891737,76,Female,Single,3,High School,83616.0,4,112001.39592684348
4432430,26,Male,Single,3,High School,62816.0,4,230926.03167135827
2799756,26,Female,Single,2,Ph.D.,125216.0,3,144368.53337655467
7250001,49,Male,Single,3,Bachelor's Degree,93184.0,4,127890.24410041903
6693843,78,Male,Married,1,High School,84448.0,3,113257.40013558776
3439568,37,Female,Married,1,Bachelor's Degree,88192.0,3,145151.65502753257
4185154,73,Male,Married,3,High School,82368.0,5,268753.94362244545
1105107,47,Male,Married,3,High School,71552.0,5,206310.24295561458
7967456,75,Female,Single,1,High School,83200.0,2,36506.66443730068
6452545,76,Female,Married,2,Bachelor's Degree,104416.0,4,326221.1462997369
9894259,69,Female,Single,1,Ph.D.,143104.0,2,104060.353631217
1866129,43,Female,Married,2,Bachelor's Degree,90688.0,4,201696.96499424503
7185754,53,Female,Married,3,High School,74048.0,5,414903.3602134016
8755030,33,Male,Married,1,Bachelor's Degree,86528.0,3,74153.61176351506
5063512,58,Male,Married,1,Master's Degree,117728.0,3,161767.60134495495
4787200,27,Male,Single,0,Master's Degree,104832.0,1,15579.837153238524
9827267,57,Female,Married,1,Bachelor's Degree,96512.0,3,158790.10700664736
7801819,37,Male,Married,1,High School,67392.0,3,129464.79570832787
6535834,72,Female,Married,4,High School,81952.0,6,842272.5927723311
2716671,56,Female,Married,4,Bachelor's Degree,96096.0,6,1333410.5167410155
2922832,58,Male,Married,2,Bachelor's Degree,96928.0,4,166162.68427244015
4694409,50,Male,Single,2,Ph.D.,135200.0,3,107534.82833410351
6570650,57,Male,Single,2,High School,75712.0,3,100270.69041004486
6243807,66,Female,Married,2,High School,79456.0,4,120292.8923562884
3935432,46,Female,Married,0,No Education,50336.0,2,30655.225535833128
2594813,40,Male,Married,1,Bachelor's Degree,89440.0,3,107723.62486593521
9487337,58,Female,Married,3,No Education,55328.0,5,283149.1098479564
7709385,70,Female,Married,1,Master's Degree,122720.0,3,93616.72792441766
6174896,65,Male,Married,1,Master's Degree,120640.0,3,108089.32745285133
3343276,28,Male,Single,1,Bachelor's Degree,84448.0,2,25715.39225631466
3106217,34,Female,Married,0,High School,66144.0,2,27598.636138863378
6025423,56,Female,Married,3,High School,75296.0,5,161045.17172335845
4759757,62,Female,Single,1,Ph.D.,140192.0,2,76451.43116593052
8132851,22,Female,Single,0,Master's Degree,102752.0,1,19654.345564080897
7475769,52,Female,Single,2,Master's Degree,115232.0,3,107767.26014461301
1474669,73,Male,Married,1,Bachelor's Degree,103168.0,3,151263.6524673838
4754633,31,Female,Married,0,Bachelor's Degree,85696.0,2,41118.07702889661
5766173,63,Female,Married,1,No Education,57408.0,3,121249.80886773468
3413921,33,Male,Married,1,High School,65728.0,3,64600.07978261009
5777091,30,Female,Single,1,No Education,43680.0,2,18877.23786892827
7022210,69,Female,Single,1,Bachelor's Degree,101504.0,2,48601.29236491138
8917669,28,Female,Single,0,No Education,42848.0,1,7725.616494461539
1014650,20,Female,Single,2,High School,60320.0,3,56907.05109726926
9697957,75,Female,Married,1,High School,83200.0,3,66885.42448150224
5375585,44,Female,Married,3,Bachelor's Degree,91104.0,5,560031.4278806945
1227023,73,Male,Single,2,Bachelor's Degree,103168.0,3,84084.58399886325
3307600,80,Female,Single,2,Bachelor's Degree,106080.0,3,139820.13536750642
2714146,63,Male,Single,2,Master's Degree,119808.0,3,81795.83667193755
1796665,68,Female,Married,1,High School,80288.0,3,105266.89769191318
9731218,25,Male,Single,2,Bachelor's Degree,83200.0,3,127428.66945389075
6274849,38,Male,Single,0,High School,67808.0,1,11600.762018618778
4271812,72,Female,Single,2,Master's Degree,123552.0,3,161167.18861227782
6493345,21,Female,Single,1,Bachelor's Degree,81536.0,2,33998.67152466184
7419937,45,Male,Married,3,High School,70720.0,5,404402.04488757194
5801096,67,Female,Married,4,Ph.D.,142272.0,6,602771.891202002
1123128,25,Female,Married,2,No Education,41600.0,4,99153.91843062917
3113420,59,Male,Married,2,Master's Degree,118144.0,4,148976.51596381818
3244353,62,Female,Married,3,Bachelor's Degree,98592.0,5,477916.3635664283
4400719,27,Male,Single,1,Bachelor's Degree,84032.0,2,44953.9207762445
5202019,73,Female,Single,3,Ph.D.,144768.0,4,306688.3733365516
1397473,80,Female,Single,2,Bachelor's Degree,106080.0,3,143564.56897626346
6582475,20,Female,Single,0,Master's Degree,101920.0,1,19882.26245083168
7125184,51,Female,Married,1,Bachelor's Degree,94016.0,3,74325.01151699148
1096876,50,Female,Married,1,High School,72800.0,3,97265.93280198824
1151426,33,Female,Single,0,Bachelor's Degree,86528.0,1,10178.691147461559
9218870,29,Female,Married,1,Bachelor's Degree,84864.0,3,97525.01517568459
8158144,64,Male,Single,3,Bachelor's Degree,99424.0,4,244080.12934820767
9358423,47,Female,Married,0,High School,71552.0,2,41657.31806923245
9478920,79,Male,Married,2,High School,84864.0,4,268615.386780062
6669080,56,Male,Married,1,High School,75296.0,3,82667.58856502933
9163697,27,Female,Single,3,High School,63232.0,4,103915.29970286778
9038834,33,Male,Married,1,High School,65728.0,3,79900.13941479241
2200724,52,Male,Married,0,Bachelor's Degree,94432.0,2,48234.668438292196
7442203,37,Female,Single,1,Master's Degree,108992.0,2,46145.68607887401
3007006,67,Female,Married,0,Master's Degree,121472.0,2,61488.90125542856
3292503,39,Male,Single,0,High School,68224.0,1,10384.1997156767
1150260,44,Male,Married,2,High School,70304.0,4,179055.5396767711
5607336,75,Male,Married,1,No Education,62400.0,3,54968.296851023595
1847176,51,Male,Married,1,High School,73216.0,3,82948.75775277222
3986364,60,Male,Single,2,No Education,56160.0,3,94944.35446259705
6644860,57,Male,Married,3,Bachelor's Degree,96512.0,5,361365.5925359078
4403085,26,Female,Single,1,Ph.D.,125216.0,2,51557.70941225409
8229030,31,Female,Single,1,High School,64896.0,2,35089.336468652196
4560439,31,Male,Single,1,Master's Degree,106496.0,2,40852.89556224931
6431128,26,Female,Married,3,Bachelor's Degree,83616.0,5,335459.89712065476
9316740,31,Male,Married,1,No Education,44096.0,3,45987.43678050965
1293832,65,Male,Married,2,Bachelor's Degree,99840.0,4,156884.29773524363
7059667,55,Female,Married,0,Master's Degree,116480.0,2,47563.42081791877
8698540,53,Male,Married,1,No Education,53248.0,3,47600.86545401317
7535644,80,Female,Married,2,Bachelor's Degree,106080.0,4,229782.40172990426
4428599,59,Female,Married,1,Master's Degree,118144.0,3,65982.97357196402
8071037,69,Female,Married,3,High School,80704.0,5,172667.25078597924
2916550,70,Female,Married,3,High School,81120.0,5,340717.84996809077
1296599,76,Female,Married,1,High School,83616.0,3,97360.46910325202
8734184,72,Female,Single,4,High School,81952.0,5,305451.4146189966
3159440,45,Male,Married,0,Bachelor's Degree,91520.0,2,52516.20008694432
3129515,45,Male,Married,2,High School,70720.0,4,129165.11057639559
3047854,35,Female,Married,1,High School,66560.0,3,41365.48099576711
5334040,55,Female,Single,1,High School,74880.0,2,24119.916794988385
9971639,44,Female,Married,2,Bachelor's Degree,91104.0,4,192610.44854963146
6471260,44,Female,Married,0,High School,70304.0,2,31685.490460621986
2115291,21,Female,Single,2,Master's Degree,102336.0,3,209936.44085202127
3331128,44,Female,Married,3,High School,70304.0,5,270545.72031270585
8209432,49,Male,Married,1,Bachelor's Degree,93184.0,3,132883.84539631603
7395424,57,Female,Married,1,Bachelor's Degree,96512.0,3,157029.4764162717
9626171,69,Male,Single,0,High School,80704.0,1,15402.770009717873
7889258,55,Male,Married,2,High School,74880.0,4,151855.62677327084
8942054,57,Male,Married,4,No Education,54912.0,6,469479.8793006921
5241927,31,Male,Married,3,High School,64896.0,5,213362.99022749194
7819832,27,Female,Single,2,Bachelor's Degree,84032.0,3,77786.66028045857
2413781,79,Male,Married,0,No Education,64064.0,2,39062.165524805314
5852880,27,Male,Single,1,No Education,42432.0,2,11865.039802072359
3944602,48,Female,Married,2,High School,71968.0,4,266625.98392157815
8251168,77,Male,Single,1,No Education,63232.0,2,29333.328024966188
2732871,76,Male,Single,1,Master's Degree,125216.0,2,77036.71074515834
9293650,57,Male,Single,2,High School,75712.0,3,36307.5735414839
3942755,45,Male,Married,0,High School,70720.0,2,30608.94744951118
2506984,39,Male,Married,1,No Education,47424.0,3,26328.58456175521
1232261,75,Male,Single,2,High School,83200.0,3,104064.6621348338
3789603,58,Female,Married,1,Ph.D.,138528.0,3,105781.17920490983
2029795,77,Female,Single,1,No Education,63232.0,2,37148.95922555303
2246378,30,Female,Single,1,Bachelor's Degree,85280.0,2,30757.24066822438
8568130,69,Male,Single,4,Master's Degree,122304.0,5,473167.7606693964
7757158,80,Male,Married,2,Bachelor's Degree,106080.0,4,207206.43605915539
1659285,74,Male,Single,3,High School,82784.0,4,107033.75382006823
5409898,80,Female,Married,0,Bachelor's Degree,106080.0,2,50512.02729396162
8946230,36,Male,Married,2,Bachelor's Degree,87776.0,4,207648.582112736
6841755,30,Female,Single,2,Bachelor's Degree,85280.0,3,118217.39530157528
3499675,67,Male,Married,1,Ph.D.,142272.0,3,122863.98426822876
3216518,43,Female,Married,2,Master's Degree,111488.0,4,406275.4483443204
4139340,75,Male,Married,4,High School,83200.0,6,240787.10945805215
6862659,49,Male,Married,1,High School,72384.0,3,123868.52232682868
1689590,67,Female,Married,1,Bachelor's Degree,100672.0,3,99805.79235560799
5132142,71,Male,Single,1,Master's Degree,123136.0,2,48234.822794783715
9511790,30,Male,Single,2,High School,64480.0,3,57918.48770488548
9635003,29,Male,Single,0,High School,64064.0,1,10910.706371917677
3262237,58,Female,Married,3,High School,76128.0,5,301754.25109739136
1741371,73,Male,Single,2,High School,82368.0,3,119162.96054514704
8442472,28,Male,Single,3,Bachelor's Degree,84448.0,4,130913.85756127871
1070876,32,Female,Married,0,Bachelor's Degree,86112.0,2,48024.53942577378
4841000,46,Male,Married,0,Bachelor's Degree,91936.0,2,39706.08609940294
2133345,80,Male,Married,1,High School,85280.0,3,77325.04705184091
1588904,72,Male,Married,2,High School,81952.0,4,137725.6057185402
1829020,65,Male,Single,2,No Education,58240.0,3,47126.79381381044
8460674,47,Female,Married,0,Master's Degree,113152.0,2,51806.32112218959
6541278,75,Male,Single,1,Bachelor's Degree,104000.0,2,60655.03985033478
6226426,53,Male,Married,3,High School,74048.0,5,528414.2505437625
2246660,66,Female,Married,2,High School,79456.0,4,100328.02874408863
4204559,64,Male,Single,1,Master's Degree,120224.0,2,43453.65114641517
4170197,80,Male,Single,1,High School,85280.0,2,37768.785827333566
1269557,25,Female,Married,0,Bachelor's Degree,83200.0,2,63220.90350301019
8036129,39,Male,Married,1,Bachelor's Degree,89024.0,3,76096.07505995626
5515692,63,Male,Single,1,High School,78208.0,2,23382.190394488855
9547407,28,Female,Single,3,High School,63648.0,4,122939.35462712715
7922879,51,Male,Single,4,High School,73216.0,5,219846.8870386309
2500469,57,Male,Married,3,High School,75712.0,5,357611.24454727804
8580683,32,Female,Married,0,High School,65312.0,2,35691.94739849574
8472033,51,Male,Single,1,Bachelor's Degree,94016.0,2,61769.31766635856
2024560,31,Female,Married,2,Bachelor's Degree,85696.0,4,197987.50576051086
9732281,33,Female,Married,2,High School,65728.0,4,207924.6492281697
2898916,31,Male,Single,2,Bachelor's Degree,85696.0,3,183841.41099782803
3328673,39,Female,Single,2,Bachelor's Degree,89024.0,3,120466.70008205222
9231503,59,Male,Married,2,High School,76544.0,4,209993.2945159366
8218517,43,Male,Married,1,High School,69888.0,3,66784.67755996807
6544107,26,Male,Single,2,Ph.D.,125216.0,3,129399.49483220286
4759469,47,Male,Married,4,Bachelor's Degree,92352.0,6,668132.4287425803
1480571,61,Male,Married,2,High School,77376.0,4,166771.3975744212
7662365,39,Male,Married,1,High School,68224.0,3,83979.17702766275
3867549,51,Male,Single,1,Bachelor's Degree,94016.0,2,30323.20469462692
8216002,73,Female,Single,2,High School,82368.0,3,128539.45303294074
9556661,45,Male,Single,4,High School,70720.0,5,195568.94113516642
4529431,56,Female,Married,2,Bachelor's Degree,96096.0,4,103923.74122783635
4789945,32,Male,Married,1,High School,65312.0,3,79829.59834545819
4414496,70,Female,Married,2,High School,81120.0,4,150799.3315340104
8430554,74,Male,Married,2,High School,82784.0,4,116918.3644839562
2218698,62,Female,Single,1,High School,77792.0,2,36881.34928918704
3586628,74,Male,Married,4,Bachelor's Degree,103584.0,6,1412999.7977017262
1951341,40,Female,Married,2,Ph.D.,131040.0,4,434548.051171052
4574528,25,Female,Single,0,High School,62400.0,1,12082.847304827199
4515205,28,Male,Single,3,High School,63648.0,4,167838.45083685894
2229726,43,Female,Married,1,High School,69888.0,3,56252.62634005188
6792352,26,Male,Married,1,Bachelor's Degree,83616.0,3,151294.22430647208
7813364,72,Male,Single,3,Bachelor's Degree,102752.0,4,254888.0265233052
5729550,49,Male,Married,3,High School,72384.0,5,234996.5492014303
6731260,31,Female,Married,2,Master's Degree,106496.0,4,112811.28388109773
8830831,76,Male,Married,3,High School,83616.0,5,344326.807416609
7730829,37,Male,Married,0,No Education,46592.0,2,21187.08523712898
2699965,68,Female,Single,1,Master's Degree,121888.0,2,47050.62460225613
1149199,60,Male,Married,2,Bachelor's Degree,97760.0,4,160661.26399194205
3177619,56,Male,Single,3,High School,75296.0,4,303201.75230181834
9322648,28,Male,Single,0,Ph.D.,126048.0,1,24542.761775906372
1544110,56,Female,Married,1,High School,75296.0,3,82006.44982424485
5638301,64,Male,Married,1,Bachelor's Degree,99424.0,3,134059.15820548718
1904857,63,Female,Married,2,Bachelor's Degree,99008.0,4,176076.7866011787
6283246,53,Male,Married,4,High School,74048.0,6,795303.3382705008
8999712,58,Male,Single,3,High School,76128.0,4,143278.23965746234
9702670,74,Female,Single,3,High School,82784.0,4,237857.9303393582
3726864,41,Female,Married,0,High School,69056.0,2,33095.07254709068
6334610,26,Female,Single,3,High School,62816.0,4,158324.60703149196
3118547,33,Female,Single,0,High School,65728.0,1,9129.151066076229
3073557,60,Female,Married,3,High School,76960.0,5,245037.80932925563
5460810,47,Male,Married,0,High School,71552.0,2,30726.601481533504
3495081,23,Male,Single,1,No Education,40768.0,2,26052.64412995836
9900414,65,Male,Single,2,High School,79040.0,3,95328.9423624017
8033497,44,Female,Married,0,High School,70304.0,2,28717.13171327885
1731812,78,Female,Single,1,Bachelor's Degree,105248.0,2,69998.96577008159
9344601,69,Female,Married,2,Ph.D.,143104.0,4,220302.11590123834
6301597,22,Male,Single,3,High School,61152.0,4,111715.43979944687
9189368,36,Female,Married,1,High School,66976.0,3,77997.64825555448
1890844,42,Male,Married,0,High School,69472.0,2,32430.41426258511
1426620,52,Male,Single,2,Bachelor's Degree,94432.0,3,59452.6895753369
8662901,44,Female,Married,2,High School,70304.0,4,149556.29177437216
3056068,75,Male,Married,2,High School,83200.0,4,116008.49061837641
3516639,61,Female,Married,3,Master's Degree,118976.0,5,1010761.5950383185
8551036,50,Female,Married,1,Master's Degree,114400.0,3,204396.09839784
5775487,33,Male,Married,0,No Education,44928.0,2,27184.024835892196
3933265,26,Male,Single,3,Bachelor's Degree,83616.0,4,222901.7896466749
9462220,23,Female,Single,1,High School,61568.0,2,20762.08917933034
6863728,72,Male,Single,0,No Education,61152.0,1,7404.67039692167
1426722,68,Female,Married,2,High School,80288.0,4,115125.238547347
8967046,20,Female,Single,2,High School,60320.0,3,47390.54831922094
9547852,59,Male,Married,3,High School,76544.0,5,383805.12703229865
9824759,49,Female,Married,2,High School,72384.0,4,205622.51734141452
3191617,74,Male,Married,2,Bachelor's Degree,103584.0,4,258171.66478569503
5043209,45,Male,Married,4,Master's Degree,112320.0,6,1010192.2563581255
9198782,37,Female,Single,0,Master's Degree,108992.0,1,17531.562786925075
1287350,34,Male,Married,0,High School,66144.0,2,39450.502680425765
8507930,75,Female,Single,1,High School,83200.0,2,44072.12634805441
3880626,80,Female,Single,2,Bachelor's Degree,106080.0,3,82431.84040511136
6800579,29,Female,Married,2,High School,64064.0,4,141809.4126476574
5295968,58,Female,Married,1,High School,76128.0,3,39560.20780488534
8198517,67,Male,Single,4,Bachelor's Degree,100672.0,5,423823.06623383914
3310788,49,Male,Single,4,High School,72384.0,5,248853.73081469935
3100124,26,Female,Single,2,Bachelor's Degree,83616.0,3,119251.62274991171
9020266,63,Male,Single,0,High School,78208.0,1,15372.644295024205
1169812,64,Female,Single,2,High School,78624.0,3,70101.85192182095
7458442,34,Male,Single,2,High School,66144.0,3,43115.54008985686
5416075,77,Male,Married,2,High School,84032.0,4,296827.0441751983
8016717,69,Male,Married,2,No Education,59904.0,4,176267.53770337653
9154195,30,Male,Single,0,Bachelor's Degree,85280.0,1,15009.536410336736
8744587,43,Male,Married,3,High School,69888.0,5,425074.4573245733
7080213,57,Male,Single,0,High School,75712.0,1,13284.522915663954
2379837,65,Male,Married,2,Bachelor's Degree,99840.0,4,197291.2380685316
1086456,43,Male,Married,1,No Education,49088.0,3,59330.072764015415
8662869,49,Male,Single,0,Master's Degree,113984.0,1,18902.532916319684
2088289,71,Male,Married,1,High School,81536.0,3,87839.16464672366
2797930,69,Female,Married,3,Bachelor's Degree,101504.0,5,726940.660803803
8528546,23,Male,Single,1,High School,61568.0,2,42478.47964989264
7477763,25,Female,Single,1,Bachelor's Degree,83200.0,2,40160.49912066488
4428089,57,Male,Married,3,Master's Degree,117312.0,5,468750.10506834846
2649456,43,Male,Married,1,High School,69888.0,3,109718.55909489145
9088395,63,Male,Single,1,High School,78208.0,2,47151.213977078034
7715390,54,Male,Single,2,Ph.D.,136864.0,3,131205.6311457017
3684476,48,Male,Single,2,High School,71968.0,3,72709.68024590622
1991426,35,Male,Married,0,High School,66560.0,2,25831.662942333754
